reg;cl_age90;jour;hosp;rea;rad;dc
11;59;2020-04-11;2020;695;1893;244
11;69;2020-04-11;2534;874;1817;483
11;79;2020-04-11;2659;510;1296;859
11;89;2020-04-11;2561;39;756;1114
11;90;2020-04-11;1255;3;195;596
24;0;2020-04-11;922;202;568;193
24;09;2020-04-11;2;0;13;0
24;19;2020-04-11;2;1;8;0
24;29;2020-04-11;9;3;21;0
24;39;2020-04-11;19;8;35;1
24;49;2020-04-11;44;12;79;2
24;59;2020-04-11;85;34;89;4
24;69;2020-04-11;165;72;122;13
24;79;2020-04-11;207;65;109;36
24;89;2020-04-11;233;6;72;78
24;90;2020-04-11;147;1;19;57
27;0;2020-04-11;1239;278;1411;478
27;09;2020-04-11;2;1;9;0
27;19;2020-04-11;2;1;14;0
27;29;2020-04-11;3;0;57;0
27;39;2020-04-11;17;4;110;2
27;49;2020-04-11;27;11;157;4
27;59;2020-04-11;103;47;230;9
27;69;2020-04-11;229;97;273;40
27;79;2020-04-11;299;94;257;105
27;89;2020-04-11;400;22;232;225
27;90;2020-04-11;155;1;68;92
28;0;2020-04-11;726;202;554;196
28;09;2020-04-11;0;0;4;0
28;19;2020-04-11;1;0;3;0
28;29;2020-04-11;6;0;28;0
28;39;2020-04-11;12;6;49;1
28;49;2020-04-11;47;21;71;4
28;59;2020-04-11;83;39;110;11
28;69;2020-04-11;163;64;105;30
28;79;2020-04-11;176;57;103;40
28;89;2020-04-11;167;13;63;76
28;90;2020-04-11;69;0;14;34
32;0;2020-04-11;2444;550;2017;806
32;09;2020-04-11;13;3;20;0
32;19;2020-04-11;7;2;10;0
32;29;2020-04-11;20;5;96;0
32;39;2020-04-11;55;11;172;2
32;49;2020-04-11;127;44;273;9
32;59;2020-04-11;279;109;418;34
32;69;2020-04-11;472;176;366;104
32;79;2020-04-11;561;159;354;186
32;89;2020-04-11;656;37;229;328
32;90;2020-04-11;239;2;73;138
44;0;2020-04-11;4841;881;4581;2008
44;09;2020-04-11;12;0;109;0
44;19;2020-04-11;14;1;36;0
44;29;2020-04-11;41;9;185;2
44;39;2020-04-11;88;21;287;11
44;49;2020-04-11;196;51;443;24
44;59;2020-04-11;513;158;789;58
44;69;2020-04-11;965;330;972;201
44;79;2020-04-11;1189;268;930;534
44;89;2020-04-11;1303;38;616;840
44;90;2020-04-11;490;1;173;331
52;0;2020-04-11;778;164;688;178
52;09;2020-04-11;0;0;2;0
52;19;2020-04-11;0;0;2;0
52;29;2020-04-11;10;1;31;0
52;39;2020-04-11;19;5;48;0
52;49;2020-04-11;31;14;102;1
52;59;2020-04-11;81;37;122;5
52;69;2020-04-11;154;53;127;20
52;79;2020-04-11;163;52;148;29
52;89;2020-04-11;225;1;90;77
52;90;2020-04-11;94;0;16;46
53;0;2020-04-11;487;124;470;129
53;09;2020-04-11;0;0;6;0
53;19;2020-04-11;1;0;3;0
53;29;2020-04-11;4;1;17;0
53;39;2020-04-11;8;2;50;0
53;49;2020-04-11;32;9;50;0
53;59;2020-04-11;63;28;81;1
53;69;2020-04-11;90;41;93;18
53;79;2020-04-11;119;40;112;26
53;89;2020-04-11;110;3;44;53
53;90;2020-04-11;57;0;12;31
75;0;2020-04-11;815;264;794;180
75;09;2020-04-11;1;1;7;0
75;19;2020-04-11;2;0;7;0
75;29;2020-04-11;7;2;38;1
75;39;2020-04-11;16;6;60;0
75;49;2020-04-11;42;20;84;1
75;59;2020-04-11;90;46;158;8
75;69;2020-04-11;182;90;169;13
75;79;2020-04-11;174;79;128;37
75;89;2020-04-11;196;19;96;80
75;90;2020-04-11;100;0;39;39
76;0;2020-04-11;918;295;1271;233
76;09;2020-04-11;0;0;16;0
76;19;2020-04-11;5;1;9;0
76;29;2020-04-11;7;1;67;1
76;39;2020-04-11;18;4;104;1
76;49;2020-04-11;48;12;167;1
76;59;2020-04-11;110;50;256;8
76;69;2020-04-11;200;98;229;21
76;79;2020-04-11;234;104;245;50
76;89;2020-04-11;207;25;136;110
76;90;2020-04-11;89;0;42;41
84;0;2020-04-11;2985;682;2857;755
84;09;2020-04-11;2;0;22;0
84;19;2020-04-11;9;2;23;0
84;29;2020-04-11;28;4;129;0
84;39;2020-04-11;52;11;223;4
84;49;2020-04-11;108;24;318;8
84;59;2020-04-11;265;102;508;22
84;69;2020-04-11;515;230;542;44
84;79;2020-04-11;723;247;534;171
84;89;2020-04-11;820;46;407;335
84;90;2020-04-11;426;1;98;157
93;0;2020-04-11;1766;436;2053;317
93;09;2020-04-11;1;0;16;0
93;19;2020-04-11;5;1;32;0
93;29;2020-04-11;28;5;151;1
93;39;2020-04-11;51;11;203;1
93;49;2020-04-11;86;28;313;3
93;59;2020-04-11;228;76;421;17
93;69;2020-04-11;338;114;388;22
93;79;2020-04-11;440;141;261;74
93;89;2020-04-11;384;38;185;133
93;90;2020-04-11;173;4;63;62
94;0;2020-04-11;76;15;122;36
94;09;2020-04-11;0;0;3;0
94;19;2020-04-11;0;0;4;0
94;29;2020-04-11;0;0;14;0
94;39;2020-04-11;0;0;14;0
94;49;2020-04-11;5;0;15;1
94;59;2020-04-11;10;3;23;1
94;69;2020-04-11;13;7;18;2
94;79;2020-04-11;20;4;16;7
94;89;2020-04-11;19;1;10;20
94;90;2020-04-11;9;0;5;5
01;0;2020-04-12;38;19;51;10
01;09;2020-04-12;0;0;0;0
01;19;2020-04-12;1;0;0;0
01;29;2020-04-12;0;0;1;0
01;39;2020-04-12;1;1;3;0
01;49;2020-04-12;3;2;4;0
01;59;2020-04-12;6;3;16;1
01;69;2020-04-12;8;4;14;2
01;79;2020-04-12;10;7;5;4
01;89;2020-04-12;9;2;7;3
01;90;2020-04-12;0;0;0;0
02;0;2020-04-12;38;15;52;6
02;09;2020-04-12;0;0;0;0
02;19;2020-04-12;0;0;0;0
02;29;2020-04-12;1;0;2;0
02;39;2020-04-12;1;0;2;0
02;49;2020-04-12;3;0;12;0
02;59;2020-04-12;10;6;11;0
02;69;2020-04-12;10;4;13;1
02;79;2020-04-12;9;5;9;1
02;89;2020-04-12;3;0;3;4
02;90;2020-04-12;1;0;0;0
03;0;2020-04-12;15;1;13;0
03;09;2020-04-12;0;0;0;0
03;19;2020-04-12;0;0;0;0
03;29;2020-04-12;2;0;1;0
03;39;2020-04-12;1;0;2;0
03;49;2020-04-12;5;0;5;0
03;59;2020-04-12;0;0;2;0
03;69;2020-04-12;2;0;1;0
03;79;2020-04-12;3;0;0;0
03;89;2020-04-12;1;1;1;0
03;90;2020-04-12;0;0;0;0
04;0;2020-04-12;28;3;72;0
04;09;2020-04-12;0;0;0;0
04;19;2020-04-12;2;0;1;0
04;29;2020-04-12;0;0;12;0
04;39;2020-04-12;0;0;13;0
04;49;2020-04-12;2;0;8;0
04;59;2020-04-12;5;1;16;0
04;69;2020-04-12;8;1;12;0
04;79;2020-04-12;4;1;10;0
04;89;2020-04-12;7;0;0;0
04;90;2020-04-12;0;0;0;0
06;0;2020-04-12;22;3;25;3
06;09;2020-04-12;0;0;0;0
06;19;2020-04-12;0;0;1;0
06;29;2020-04-12;1;0;2;0
06;39;2020-04-12;2;0;3;0
06;49;2020-04-12;2;1;7;1
06;59;2020-04-12;5;0;7;1
06;69;2020-04-12;8;2;3;0
06;79;2020-04-12;2;0;1;0
06;89;2020-04-12;2;0;1;1
06;90;2020-04-12;0;0;0;0
11;0;2020-04-12;13165;2626;9119;3548
11;09;2020-04-12;46;14;119;1
11;19;2020-04-12;35;11;70;1
11;29;2020-04-12;185;26;366;7
11;39;2020-04-12;530;126;922;26
11;49;2020-04-12;1026;289;1348;69
11;59;2020-04-12;2012;702;1977;253
11;69;2020-04-12;2543;877;1896;506
11;79;2020-04-12;2697;510;1336;880
11;89;2020-04-12;2633;41;780;1153
11;90;2020-04-12;1293;5;208;619
24;0;2020-04-12;943;193;581;201
24;09;2020-04-12;3;0;13;0
24;19;2020-04-12;2;1;8;0
24;29;2020-04-12;8;2;21;0
24;39;2020-04-12;17;8;37;1
24;49;2020-04-12;45;11;80;2
24;59;2020-04-12;82;31;93;4
24;69;2020-04-12;165;68;123;15
24;79;2020-04-12;214;66;111;36
24;89;2020-04-12;250;5;72;81
24;90;2020-04-12;148;1;22;60
27;0;2020-04-12;1294;278;1441;500
27;09;2020-04-12;2;1;9;0
27;19;2020-04-12;2;1;14;0
27;29;2020-04-12;3;0;58;0
27;39;2020-04-12;17;5;112;2
27;49;2020-04-12;32;11;158;4
27;59;2020-04-12;105;49;238;9
27;69;2020-04-12;237;98;278;41
27;79;2020-04-12;308;93;262;111
27;89;2020-04-12;419;19;237;237
27;90;2020-04-12;165;1;71;95
28;0;2020-04-12;716;186;586;201
28;09;2020-04-12;1;0;4;0
28;19;2020-04-12;1;0;3;0
28;29;2020-04-12;4;0;30;0
28;39;2020-04-12;14;4;51;1
28;49;2020-04-12;41;21;78;4
28;59;2020-04-12;81;35;117;11
28;69;2020-04-12;158;57;112;32
28;79;2020-04-12;174;55;105;41
28;89;2020-04-12;163;12;68;77
28;90;2020-04-12;77;0;14;35
32;0;2020-04-12;2484;549;2075;840
32;09;2020-04-12;13;3;21;0
32;19;2020-04-12;8;2;10;0
32;29;2020-04-12;21;5;99;0
32;39;2020-04-12;57;12;177;2
32;49;2020-04-12;124;43;282;9
32;59;2020-04-12;283;109;430;38
32;69;2020-04-12;480;178;372;106
32;79;2020-04-12;566;156;361;196
32;89;2020-04-12;676;37;238;339
32;90;2020-04-12;240;2;78;145
44;0;2020-04-12;4887;878;4725;2064
44;09;2020-04-12;11;0;111;0
44;19;2020-04-12;11;1;39;0
44;29;2020-04-12;39;9;189;2
44;39;2020-04-12;89;20;290;11
44;49;2020-04-12;197;50;457;24
44;59;2020-04-12;513;157;816;60
44;69;2020-04-12;971;328;1010;206
44;79;2020-04-12;1179;272;959;553
44;89;2020-04-12;1329;36;634;856
44;90;2020-04-12;519;1;178;345
52;0;2020-04-12;810;167;703;182
52;09;2020-04-12;0;0;2;0
52;19;2020-04-12;0;0;2;0
52;29;2020-04-12;9;2;33;0
52;39;2020-04-12;19;4;50;0
52;49;2020-04-12;32;17;104;1
52;59;2020-04-12;78;37;130;6
52;69;2020-04-12;159;52;128;20
52;79;2020-04-12;172;53;149;30
52;89;2020-04-12;234;1;90;78
52;90;2020-04-12;106;0;15;47
53;0;2020-04-12;510;119;481;132
53;09;2020-04-12;0;0;6;0
53;19;2020-04-12;2;0;3;0
53;29;2020-04-12;5;0;17;0
53;39;2020-04-12;8;2;50;0
53;49;2020-04-12;34;7;54;0
53;59;2020-04-12;61;27;84;1
53;69;2020-04-12;90;39;96;19
53;79;2020-04-12;129;41;112;26
53;89;2020-04-12;117;3;45;53
53;90;2020-04-12;61;0;12;33
75;0;2020-04-12;832;257;815;190
75;09;2020-04-12;1;0;7;0
75;19;2020-04-12;2;0;7;0
75;29;2020-04-12;8;2;39;1
75;39;2020-04-12;18;6;63;0
75;49;2020-04-12;41;20;87;1
75;59;2020-04-12;89;45;163;8
75;69;2020-04-12;182;91;175;13
75;79;2020-04-12;177;74;129;41
75;89;2020-04-12;202;18;97;86
75;90;2020-04-12;108;0;39;39
76;0;2020-04-12;954;294;1287;239
76;09;2020-04-12;0;0;16;0
76;19;2020-04-12;5;1;9;0
76;29;2020-04-12;8;1;68;1
76;39;2020-04-12;19;3;104;1
76;49;2020-04-12;49;12;170;1
76;59;2020-04-12;111;51;262;8
76;69;2020-04-12;199;97;231;22
76;79;2020-04-12;236;103;248;52
76;89;2020-04-12;220;26;136;112
76;90;2020-04-12;107;0;43;42
84;0;2020-04-12;3025;674;2936;773
84;09;2020-04-12;3;0;22;0
84;19;2020-04-12;8;2;25;0
84;29;2020-04-12;28;3;134;0
84;39;2020-04-12;49;11;227;4
84;49;2020-04-12;103;24;327;9
84;59;2020-04-12;268;103;524;22
84;69;2020-04-12;522;233;555;48
84;79;2020-04-12;728;240;552;172
84;89;2020-04-12;837;42;416;344
84;90;2020-04-12;443;1;100;160
93;0;2020-04-12;1830;438;2097;328
93;09;2020-04-12;2;0;16;0
93;19;2020-04-12;8;1;32;0
93;29;2020-04-12;29;6;155;1
93;39;2020-04-12;54;11;205;1
93;49;2020-04-12;90;29;316;3
93;59;2020-04-12;227;74;431;18
93;69;2020-04-12;347;115;398;22
93;79;2020-04-12;446;139;271;76
93;89;2020-04-12;417;41;186;138
93;90;2020-04-12;181;4;67;65
94;0;2020-04-12;74;14;126;36
94;09;2020-04-12;0;0;3;0
94;19;2020-04-12;0;0;4;0
94;29;2020-04-12;0;0;14;0
94;39;2020-04-12;0;0;14;0
94;49;2020-04-12;4;0;16;1
94;59;2020-04-12;9;3;24;1
94;69;2020-04-12;11;5;19;2
94;79;2020-04-12;21;5;16;7
94;89;2020-04-12;21;1;10;20
94;90;2020-04-12;8;0;6;5
01;0;2020-04-13;41;18;51;10
01;09;2020-04-13;0;0;0;0
01;19;2020-04-13;1;0;0;0
01;29;2020-04-13;0;0;1;0
01;39;2020-04-13;1;0;3;0
01;49;2020-04-13;3;2;4;0
01;59;2020-04-13;6;3;16;1
01;69;2020-04-13;9;4;14;2
01;79;2020-04-13;11;7;5;4
01;89;2020-04-13;10;2;7;3
01;90;2020-04-13;0;0;0;0
02;0;2020-04-13;39;16;52;6
02;09;2020-04-13;0;0;0;0
02;19;2020-04-13;0;0;0;0
02;29;2020-04-13;1;0;2;0
02;39;2020-04-13;1;0;2;0
02;49;2020-04-13;3;0;12;0
02;59;2020-04-13;10;6;11;0
02;69;2020-04-13;10;4;13;1
02;79;2020-04-13;9;5;9;1
02;89;2020-04-13;4;1;3;4
02;90;2020-04-13;1;0;0;0
03;0;2020-04-13;15;1;13;0
03;09;2020-04-13;0;0;0;0
03;19;2020-04-13;0;0;0;0
03;29;2020-04-13;2;0;1;0
03;39;2020-04-13;1;0;2;0
03;49;2020-04-13;5;0;5;0
03;59;2020-04-13;0;0;2;0
03;69;2020-04-13;2;0;1;0
03;79;2020-04-13;3;0;0;0
03;89;2020-04-13;1;1;1;0
03;90;2020-04-13;0;0;0;0
04;0;2020-04-13;28;3;72;0
04;09;2020-04-13;0;0;0;0
04;19;2020-04-13;2;0;1;0
04;29;2020-04-13;0;0;12;0
04;39;2020-04-13;0;0;13;0
04;49;2020-04-13;2;0;8;0
04;59;2020-04-13;5;1;16;0
04;69;2020-04-13;8;1;12;0
04;79;2020-04-13;4;1;10;0
04;89;2020-04-13;7;0;0;0
04;90;2020-04-13;0;0;0;0
06;0;2020-04-13;22;3;25;3
06;09;2020-04-13;0;0;0;0
06;19;2020-04-13;0;0;1;0
06;29;2020-04-13;1;0;2;0
06;39;2020-04-13;2;0;3;0
06;49;2020-04-13;2;1;7;1
06;59;2020-04-13;5;0;7;1
06;69;2020-04-13;8;2;3;0
06;79;2020-04-13;2;0;1;0
06;89;2020-04-13;2;0;1;1
06;90;2020-04-13;0;0;0;0
11;0;2020-04-13;13196;2604;9387;3704
11;09;2020-04-13;50;13;122;1
11;19;2020-04-13;37;11;71;2
11;29;2020-04-13;187;25;374;7
11;39;2020-04-13;517;124;953;29
11;49;2020-04-13;1021;296;1384;72
11;59;2020-04-13;2016;703;2034;262
11;69;2020-04-13;2546;866;1953;532
11;79;2020-04-13;2678;497;1383;924
11;89;2020-04-13;2659;40;802;1203
11;90;2020-04-13;1320;6;212;643
24;0;2020-04-13;983;196;595;214
24;09;2020-04-13;1;0;16;0
24;19;2020-04-13;3;1;9;0
24;29;2020-04-13;9;2;23;0
24;39;2020-04-13;16;8;39;1
24;49;2020-04-13;47;11;80;2
24;59;2020-04-13;84;30;95;5
24;69;2020-04-13;173;70;126;17
24;79;2020-04-13;221;67;111;39
24;89;2020-04-13;263;5;72;86
24;90;2020-04-13;157;2;22;62
27;0;2020-04-13;1309;284;1463;512
27;09;2020-04-13;2;1;9;0
27;19;2020-04-13;2;1;14;0
27;29;2020-04-13;3;0;59;0
27;39;2020-04-13;16;4;112;2
27;49;2020-04-13;33;12;160;4
27;59;2020-04-13;106;50;243;9
27;69;2020-04-13;236;98;283;42
27;79;2020-04-13;316;98;266;112
27;89;2020-04-13;418;19;240;246
27;90;2020-04-13;172;1;73;96
28;0;2020-04-13;713;189;597;211
28;09;2020-04-13;1;0;4;0
28;19;2020-04-13;1;0;3;0
28;29;2020-04-13;3;0;31;0
28;39;2020-04-13;16;5;51;1
28;49;2020-04-13;44;21;78;5
28;59;2020-04-13;79;34;121;11
28;69;2020-04-13;154;58;117;34
28;79;2020-04-13;176;56;105;44
28;89;2020-04-13;162;13;69;79
28;90;2020-04-13;75;0;14;37
32;0;2020-04-13;2525;543;2102;873
32;09;2020-04-13;13;3;21;0
32;19;2020-04-13;8;2;10;0
32;29;2020-04-13;25;5;99;0
32;39;2020-04-13;59;13;180;2
32;49;2020-04-13;125;42;287;9
32;59;2020-04-13;288;109;435;38
32;69;2020-04-13;488;183;380;109
32;79;2020-04-13;567;148;367;206
32;89;2020-04-13;682;34;238;352
32;90;2020-04-13;256;2;77;152
44;0;2020-04-13;4928;880;4788;2105
44;09;2020-04-13;16;2;111;0
44;19;2020-04-13;12;1;39;0
44;29;2020-04-13;41;10;190;2
44;39;2020-04-13;88;20;293;12
44;49;2020-04-13;200;50;465;24
44;59;2020-04-13;512;156;829;61
44;69;2020-04-13;973;326;1024;211
44;79;2020-04-13;1181;274;970;561
44;89;2020-04-13;1353;36;643;868
44;90;2020-04-13;524;1;182;359
52;0;2020-04-13;823;162;719;192
52;09;2020-04-13;0;0;2;0
52;19;2020-04-13;0;0;2;0
52;29;2020-04-13;8;2;35;0
52;39;2020-04-13;18;4;52;0
52;49;2020-04-13;32;16;107;1
52;59;2020-04-13;81;35;130;6
52;69;2020-04-13;158;50;133;21
52;79;2020-04-13;175;52;150;31
52;89;2020-04-13;241;2;93;84
52;90;2020-04-13;109;0;15;49
53;0;2020-04-13;510;118;490;136
53;09;2020-04-13;0;0;6;0
53;19;2020-04-13;2;0;3;0
53;29;2020-04-13;3;1;19;0
53;39;2020-04-13;8;2;50;0
53;49;2020-04-13;36;8;53;0
53;59;2020-04-13;59;25;88;1
53;69;2020-04-13;90;41;97;19
53;79;2020-04-13;127;38;114;28
53;89;2020-04-13;117;3;46;55
53;90;2020-04-13;65;0;12;33
75;0;2020-04-13;857;259;828;194
75;09;2020-04-13;1;0;7;0
75;19;2020-04-13;2;0;7;0
75;29;2020-04-13;7;2;40;1
75;39;2020-04-13;17;6;65;0
75;49;2020-04-13;42;19;89;1
75;59;2020-04-13;91;47;165;8
75;69;2020-04-13;181;90;179;13
75;79;2020-04-13;185;76;130;42
75;89;2020-04-13;216;18;98;87
75;90;2020-04-13;111;0;39;41
76;0;2020-04-13;974;291;1313;248
76;09;2020-04-13;2;0;16;0
76;19;2020-04-13;5;1;9;0
76;29;2020-04-13;8;1;68;1
76;39;2020-04-13;21;3;104;1
76;49;2020-04-13;46;12;177;1
76;59;2020-04-13;110;52;267;8
76;69;2020-04-13;202;94;234;24
76;79;2020-04-13;239;102;252;55
76;89;2020-04-13;224;25;142;113
76;90;2020-04-13;117;1;44;45
84;0;2020-04-13;3055;671;2970;794
84;09;2020-04-13;4;0;22;0
84;19;2020-04-13;8;2;25;0
84;29;2020-04-13;25;3;135;0
84;39;2020-04-13;49;10;227;4
84;49;2020-04-13;105;24;333;9
84;59;2020-04-13;265;99;530;22
84;69;2020-04-13;527;229;564;50
84;79;2020-04-13;733;243;558;176
84;89;2020-04-13;852;44;421;351
84;90;2020-04-13;450;2;101;168
93;0;2020-04-13;1859;437;2126;348
93;09;2020-04-13;1;0;17;0
93;19;2020-04-13;7;1;32;0
93;29;2020-04-13;34;6;156;1
93;39;2020-04-13;60;12;209;1
93;49;2020-04-13;96;29;317;3
93;59;2020-04-13;231;75;435;19
93;69;2020-04-13;352;115;404;24
93;79;2020-04-13;440;133;279;82
93;89;2020-04-13;426;44;187;147
93;90;2020-04-13;183;4;70;67
94;0;2020-04-13;75;15;126;38
94;09;2020-04-13;0;0;3;0
94;19;2020-04-13;0;0;4;0
94;29;2020-04-13;0;0;14;0
94;39;2020-04-13;1;0;14;0
94;49;2020-04-13;4;0;16;1
94;59;2020-04-13;10;4;24;1
94;69;2020-04-13;11;5;19;2
94;79;2020-04-13;21;5;16;8
94;89;2020-04-13;20;1;10;21
94;90;2020-04-13;8;0;6;5
01;0;2020-04-14;41;18;51;10
01;09;2020-04-14;0;0;0;0
01;19;2020-04-14;1;0;0;0
01;29;2020-04-14;0;0;1;0
01;39;2020-04-14;1;0;3;0
01;49;2020-04-14;2;1;4;0
01;59;2020-04-14;6;4;16;1
01;69;2020-04-14;10;4;12;2
01;79;2020-04-14;11;7;7;4
01;89;2020-04-14;10;2;7;3
01;90;2020-04-14;0;0;0;0
02;0;2020-04-14;39;16;52;6
02;09;2020-04-14;0;0;0;0
02;19;2020-04-14;0;0;0;0
02;29;2020-04-14;1;0;2;0
02;39;2020-04-14;1;0;3;0
02;49;2020-04-14;3;0;9;0
02;59;2020-04-14;10;6;12;0
02;69;2020-04-14;10;4;12;1
02;79;2020-04-14;8;4;12;1
02;89;2020-04-14;5;2;2;3
02;90;2020-04-14;1;0;0;1
03;0;2020-04-14;18;1;13;0
03;09;2020-04-14;0;0;0;0
03;19;2020-04-14;1;0;0;0
03;29;2020-04-14;3;0;1;0
03;39;2020-04-14;1;0;2;0
03;49;2020-04-14;5;0;5;0
03;59;2020-04-14;0;0;2;0
03;69;2020-04-14;2;0;1;0
03;79;2020-04-14;4;0;0;0
03;89;2020-04-14;1;1;1;0
03;90;2020-04-14;0;0;0;0
04;0;2020-04-14;28;3;72;0
04;09;2020-04-14;0;0;0;0
04;19;2020-04-14;1;0;2;0
04;29;2020-04-14;0;0;13;0
04;39;2020-04-14;0;0;12;0
04;49;2020-04-14;3;0;7;0
04;59;2020-04-14;5;1;15;0
04;69;2020-04-14;8;1;13;0
04;79;2020-04-14;4;1;10;0
04;89;2020-04-14;7;0;0;0
04;90;2020-04-14;0;0;0;0
06;0;2020-04-14;15;3;35;3
06;09;2020-04-14;0;0;0;0
06;19;2020-04-14;0;0;1;0
06;29;2020-04-14;0;0;5;0
06;39;2020-04-14;0;0;4;0
06;49;2020-04-14;2;1;9;1
06;59;2020-04-14;3;0;8;1
06;69;2020-04-14;6;2;5;0
06;79;2020-04-14;1;0;2;0
06;89;2020-04-14;3;0;1;1
06;90;2020-04-14;0;0;0;0
11;0;2020-04-14;13209;2599;9790;3937
11;09;2020-04-14;60;14;137;1
11;19;2020-04-14;35;12;65;2
11;29;2020-04-14;172;26;383;7
11;39;2020-04-14;503;123;962;29
11;49;2020-04-14;1007;298;1461;72
11;59;2020-04-14;1922;678;2107;278
11;69;2020-04-14;2558;849;2044;557
11;79;2020-04-14;2669;516;1454;985
11;89;2020-04-14;2724;54;855;1266
11;90;2020-04-14;1407;7;233;709
24;0;2020-04-14;996;188;629;227
24;09;2020-04-14;2;0;20;0
24;19;2020-04-14;1;0;8;0
24;29;2020-04-14;7;1;23;0
24;39;2020-04-14;15;5;41;1
24;49;2020-04-14;42;10;81;3
24;59;2020-04-14;78;27;103;6
24;69;2020-04-14;164;71;127;17
24;79;2020-04-14;228;66;118;41
24;89;2020-04-14;274;6;82;91
24;90;2020-04-14;178;2;25;66
27;0;2020-04-14;1361;285;1488;551
27;09;2020-04-14;3;1;10;0
27;19;2020-04-14;2;1;14;0
27;29;2020-04-14;2;0;58;0
27;39;2020-04-14;15;4;110;2
27;49;2020-04-14;30;11;166;4
27;59;2020-04-14;111;48;242;10
27;69;2020-04-14;228;96;286;42
27;79;2020-04-14;334;104;272;117
27;89;2020-04-14;434;19;250;258
27;90;2020-04-14;199;1;77;116
28;0;2020-04-14;705;177;626;230
28;09;2020-04-14;1;0;5;0
28;19;2020-04-14;2;0;3;0
28;29;2020-04-14;3;0;30;0
28;39;2020-04-14;18;4;54;1
28;49;2020-04-14;44;21;81;5
28;59;2020-04-14;74;31;128;12
28;69;2020-04-14;138;53;128;36
28;79;2020-04-14;175;54;108;48
28;89;2020-04-14;170;12;68;87
28;90;2020-04-14;78;0;16;41
32;0;2020-04-14;2552;538;2184;920
32;09;2020-04-14;12;3;23;0
32;19;2020-04-14;7;2;9;0
32;29;2020-04-14;23;4;99;1
32;39;2020-04-14;55;11;180;2
32;49;2020-04-14;124;41;298;8
32;59;2020-04-14;280;102;443;39
32;69;2020-04-14;492;184;397;116
32;79;2020-04-14;569;152;391;211
32;89;2020-04-14;695;36;250;365
32;90;2020-04-14;283;2;85;172
44;0;2020-04-14;4993;872;4928;2166
44;09;2020-04-14;21;3;117;0
44;19;2020-04-14;15;1;34;0
44;29;2020-04-14;39;8;192;2
44;39;2020-04-14;89;19;303;12
44;49;2020-04-14;197;49;465;22
44;59;2020-04-14;503;157;863;58
44;69;2020-04-14;961;310;1040;210
44;79;2020-04-14;1203;279;999;571
44;89;2020-04-14;1378;42;681;899
44;90;2020-04-14;561;1;193;385
52;0;2020-04-14;820;155;749;209
52;09;2020-04-14;0;0;3;0
52;19;2020-04-14;0;0;2;0
52;29;2020-04-14;8;2;36;0
52;39;2020-04-14;15;4;54;0
52;49;2020-04-14;33;14;108;1
52;59;2020-04-14;77;32;129;6
52;69;2020-04-14;153;49;145;21
52;79;2020-04-14;176;51;152;35
52;89;2020-04-14;240;3;101;84
52;90;2020-04-14;118;0;19;62
53;0;2020-04-14;514;117;511;149
53;09;2020-04-14;0;0;6;0
53;19;2020-04-14;2;0;3;0
53;29;2020-04-14;3;1;19;0
53;39;2020-04-14;5;0;50;0
53;49;2020-04-14;33;11;57;0
53;59;2020-04-14;61;25;92;1
53;69;2020-04-14;85;37;104;19
53;79;2020-04-14;138;40;115;30
53;89;2020-04-14;120;3;51;55
53;90;2020-04-14;64;0;12;44
75;0;2020-04-14;866;251;866;207
75;09;2020-04-14;3;0;8;0
75;19;2020-04-14;3;0;6;0
75;29;2020-04-14;8;2;38;1
75;39;2020-04-14;16;7;69;0
75;49;2020-04-14;37;17;99;0
75;59;2020-04-14;88;45;168;8
75;69;2020-04-14;179;84;186;14
75;79;2020-04-14;189;74;138;46
75;89;2020-04-14;228;22;102;85
75;90;2020-04-14;112;0;43;52
76;0;2020-04-14;962;279;1360;266
76;09;2020-04-14;2;0;17;0
76;19;2020-04-14;3;2;11;0
76;29;2020-04-14;9;1;71;1
76;39;2020-04-14;20;3;106;1
76;49;2020-04-14;43;9;185;1
76;59;2020-04-14;103;52;269;8
76;69;2020-04-14;189;86;248;26
76;79;2020-04-14;239;103;259;56
76;89;2020-04-14;230;21;147;119
76;90;2020-04-14;124;2;47;54
84;0;2020-04-14;3044;659;3081;836
84;09;2020-04-14;4;0;23;0
84;19;2020-04-14;6;2;26;0
84;29;2020-04-14;22;2;140;0
84;39;2020-04-14;49;9;225;4
84;49;2020-04-14;100;26;337;7
84;59;2020-04-14;258;92;552;23
84;69;2020-04-14;524;228;588;53
84;79;2020-04-14;725;243;575;185
84;89;2020-04-14;839;41;449;362
84;90;2020-04-14;484;2;110;188
93;0;2020-04-14;1894;422;2240;374
93;09;2020-04-14;1;0;19;0
93;19;2020-04-14;7;1;31;0
93;29;2020-04-14;33;6;153;1
93;39;2020-04-14;71;10;224;1
93;49;2020-04-14;101;26;319;3
93;59;2020-04-14;226;71;454;19
93;69;2020-04-14;340;108;438;24
93;79;2020-04-14;429;133;308;86
93;89;2020-04-14;438;44;197;159
93;90;2020-04-14;218;5;76;77
94;0;2020-04-14;74;16;129;38
94;09;2020-04-14;0;0;6;0
94;19;2020-04-14;0;0;1;0
94;29;2020-04-14;0;0;14;0
94;39;2020-04-14;1;0;14;0
94;49;2020-04-14;2;0;18;1
94;59;2020-04-14;10;4;22;1
94;69;2020-04-14;12;5;20;1
94;79;2020-04-14;22;7;17;9
